brand,model,year,age,mileage,mileage_per_year,engine_size,fuel_type,transmission,condition,condition_score,owner_count,color,body_type,is_luxury,mpg_estimate,price_usd,price_local,price_category,market_segment,depreciation_rate,value_retention,insurance_estimate,power_to_weight_ratio,regional_factor,source
Toyota,Innova,2020,4,18397,4599.25,1.2,Diesel,Automatic,Fair,2,5,Black,Hatchback,0,40.6,14673,4401.9,Mid-Range,Economy,0.3528425881003837,0.6471574118996163,883,0.02727272727272727,0.3,Dataset3_Indian_Market
Tata,Safari,2022,2,146115,73057.5,1.5,Petrol,Manual,Fair,2,3,Blue,Hatchback,0,33.0,8556,2566.7999999999997,Budget,Budget,0.3185727938834023,0.6814272061165977,1026,0.03571428571428571,0.3,Dataset3_Indian_Market
Maruti,Alto,2022,2,91636,45818.0,2.2,Petrol,Manual,Fair,2,5,White,Hatchback,0,25.2,8065,2419.5,Budget,Budget,0.3315375051802735,0.6684624948197265,1101,0.05238095238095239,0.3,Dataset3_Indian_Market
Maruti,Swift,2014,10,185913,18591.3,1.0,Petrol,Manual,Fair,2,3,Black,SUV,0,43.0,4461,1338.3,Budget,Budget,0.8176280609950534,0.18237193900494664,540,0.02,0.3,Dataset3_Indian_Market
Kia,Carnival,2022,2,54224,27112.0,0.8,Petrol,Manual,Excellent,4,2,Gray,Hatchback,0,38.8,17978,5393.4,Mid-Range,Economy,0.18200018200018198,0.817999817999818,950,0.01904761904761905,0.3,Dataset3_Indian_Market
Toyota,Etios,2018,6,28021,4670.166666666667,0.8,Petrol,Manual,Good,3,1,Blue,SUV,0,42.8,23650,7095.0,Mid-Range,Mid-Market,0.33660589060308554,0.6633941093969145,739,0.017391304347826087,0.3,Dataset3_Indian_Market
Hyundai,Tucson,2010,14,19131,1366.5,1.8,Diesel,Manual,Good,3,2,Gray,Hatchback,0,44.4,13929,4178.7,Mid-Range,Economy,0.6677955591595316,0.3322044408404684,588,0.03333333333333333,0.3,Dataset3_Indian_Market
Mahindra,Bolero,2017,7,105664,15094.857142857143,2.0,Diesel,Automatic,Fair,2,2,Black,Hatchback,0,41.0,11519,3455.7,Mid-Range,Economy,0.5486108389827188,0.4513891610172812,779,0.0425531914893617,0.3,Dataset3_Indian_Market
Toyota,Innova,2018,6,69064,11510.666666666666,0.8,Diesel,Manual,Excellent,4,1,Red,Sedan,0,43.4,24197,7259.099999999999,Mid-Range,Mid-Market,0.3315191866729287,0.6684808133270713,739,0.017391304347826087,0.3,Dataset3_Indian_Market
Mahindra,XUV300,2009,15,112333,7488.866666666667,2.2,Diesel,Automatic,Excellent,4,2,White,Hatchback,0,40.6,12055,3616.5,Mid-Range,Economy,0.7133515634288432,0.2866484365711568,612,0.04000000000000001,0.3,Dataset3_Indian_Market
MG,Hector,2016,8,70044,8755.5,1.4,Diesel,Manual,Good,3,5,White,Hatchback,0,37.2,10784,3235.2,Mid-Range,Economy,0.5973715651135005,0.40262843488649946,676,0.029166666666666667,0.3,Dataset3_Indian_Market
Maruti,Dzire,2012,12,92269,7689.083333333333,1.4,Petrol,Automatic,Good,3,5,Silver,SUV,0,30.4,7924,2377.2,Budget,Budget,0.7517854905400325,0.24821450945996748,564,0.026923076923076925,0.3,Dataset3_Indian_Market
Volkswagen,Tiguan,2012,12,41291,3440.9166666666665,1.0,Diesel,Manual,Good,3,2,Silver,Hatchback,0,37.0,14606,4381.8,Mid-Range,Economy,0.6216650261617365,0.37833497383826353,540,0.019230769230769232,0.3,Dataset3_Indian_Market
Skoda,Kushaq,2018,6,62450,10408.333333333334,2.2,Petrol,Manual,Excellent,4,5,Blue,Hatchback,0,25.2,16102,4830.599999999999,Mid-Range,Economy,0.4270158707565298,0.5729841292434702,856,0.04782608695652175,0.3,Dataset3_Indian_Market
Volkswagen,Tiguan,2015,9,52133,5792.555555555556,1.3,Petrol,Automatic,Fair,2,5,Gray,SUV,0,29.8,14579,4373.7,Mid-Range,Economy,0.5525031461984714,0.4474968538015286,613,0.026530612244897958,0.3,Dataset3_Indian_Market
Kia,Sonet,2010,14,68562,4897.285714285715,2.0,Diesel,Manual,Good,3,4,Silver,Hatchback,0,39.0,10493,3147.9,Mid-Range,Economy,0.7274049827241317,0.2725950172758683,600,0.037037037037037035,0.3,Dataset3_Indian_Market
Kia,Seltos,2016,8,77259,9657.375,1.4,Petrol,Automatic,Fair,2,1,Black,Sedan,0,33.4,12274,3682.2,Mid-Range,Economy,0.565890924524298,0.434109075475702,676,0.029166666666666667,0.3,Dataset3_Indian_Market
Kia,Sonet,2023,1,36612,36612.0,2.0,Petrol,Manual,Good,3,5,Silver,Sedan,0,36.0,17416,5224.8,Mid-Range,Economy,0.10300782859497326,0.8969921714050267,1140,0.04878048780487805,0.3,Dataset3_Indian_Market
Maruti,Alto,2013,11,24945,2267.7272727272725,1.2,Diesel,Manual,Fair,2,3,Black,SUV,0,38.6,9671,2901.2999999999997,Budget,Budget,0.6946417858608822,0.3053582141391178,552,0.023529411764705882,0.3,Dataset3_Indian_Market
Mahindra,XUV500,2016,8,93266,11658.25,1.5,Petrol,Automatic,Good,3,4,White,Sedan,0,39.0,11071,3321.2999999999997,Mid-Range,Economy,0.5910383805548373,0.40896161944516274,684,0.03125,0.3,Dataset3_Indian_Market
Kia,Seltos,2022,2,93434,46717.0,2.2,Petrol,Manual,Poor,1,3,White,Hatchback,0,38.2,9884,2965.2,Budget,Budget,0.2881014116969173,0.7118985883030827,1101,0.05238095238095239,0.3,Dataset3_Indian_Market
Kia,Carnival,2015,9,64498,7166.444444444444,0.8,Petrol,Manual,Fair,2,5,Silver,MUV,0,32.8,9027,2708.1,Budget,Budget,0.666000666000666,0.333999333999334,580,0.0163265306122449,0.3,Dataset3_Indian_Market
Mahindra,Thar,2013,11,42336,3848.7272727272725,2.0,Petrol,Automatic,Poor,1,3,Red,Hatchback,0,27.0,6931,2079.2999999999997,Budget,Budget,0.7604299885935502,0.23957001140644985,600,0.0392156862745098,0.3,Dataset3_Indian_Market
Toyota,Fortuner,2017,7,34118,4874.0,1.0,Petrol,Manual,Fair,2,2,Black,Sedan,0,41.0,15239,4571.7,Mid-Range,Economy,0.4788125448886761,0.5211874551113239,701,0.02127659574468085,0.3,Dataset3_Indian_Market
Volkswagen,Tiguan,2013,11,55229,5020.818181818182,2.2,Petrol,Automatic,Good,3,2,White,Sedan,0,26.2,18930,5679.0,Mid-Range,Economy,0.537503053994625,0.46249694600537505,612,0.04313725490196079,0.3,Dataset3_Indian_Market
Honda,Civic,2019,5,32659,6531.8,0.8,Petrol,Manual,Good,3,1,Red,Hatchback,0,31.8,18595,5578.5,Mid-Range,Economy,0.3497114880223815,0.6502885119776185,792,0.017777777777777778,0.3,Dataset3_Indian_Market
Honda,City,2013,11,41112,3737.4545454545455,1.6,Diesel,Manual,Good,3,3,Blue,Hatchback,0,40.8,15263,4578.9,Mid-Range,Economy,0.5903979819123527,0.4096020180876473,576,0.03137254901960784,0.3,Dataset3_Indian_Market
Maruti,Alto,2014,10,13202,1320.2,1.0,Petrol,Automatic,Good,3,4,Silver,Hatchback,0,33.0,9434,2830.2,Budget,Budget,0.6794863083508867,0.32051369164911325,540,0.02,0.3,Dataset3_Indian_Market
Mahindra,XUV300,2008,16,103568,6473.0,1.5,Diesel,Manual,Good,3,1,Red,Hatchback,0,40.0,7233,2169.9,Budget,Budget,0.8156398949863635,0.18436010501363653,570,0.026785714285714284,0.3,Dataset3_Indian_Market
Honda,WR-V,2016,8,92857,11607.125,2.2,Diesel,Automatic,Good,3,1,Gray,MUV,0,42.6,23262,6978.599999999999,Mid-Range,Mid-Market,0.40751872039121795,0.592481279608782,734,0.04583333333333334,0.3,Dataset3_Indian_Market
MG,Hector,2012,12,46325,3860.4166666666665,1.5,CNG,Manual,Good,3,4,Silver,Sedan,0,40.0,9966,2989.7999999999997,Budget,Budget,0.7065889418830595,0.29341105811694046,570,0.028846153846153848,0.3,Dataset3_Indian_Market
Toyota,Innova,2023,1,41668,41668.0,2.2,Petrol,Manual,Fair,2,5,Red,Sedan,0,24.2,17374,5212.2,Mid-Range,Economy,0.1032311345101683,0.8967688654898317,1162,0.05365853658536586,0.3,Dataset3_Indian_Market
MG,Astor,2020,4,58080,14520.0,1.3,Petrol,Manual,Fair,2,4,Silver,Sedan,0,27.8,10796,3238.7999999999997,Mid-Range,Economy,0.4256224728665674,0.5743775271334326,892,0.029545454545454545,0.3,Dataset3_Indian_Market
Volkswagen,Polo,2008,16,26538,1658.625,1.4,Petrol,Manual,Good,3,5,Red,Hatchback,0,39.4,10473,3141.9,Mid-Range,Economy,0.7534198196501307,0.24658018034986928,564,0.025,0.3,Dataset3_Indian_Market
Toyota,Fortuner,2016,8,42191,5273.875,1.4,Petrol,Manual,Fair,2,3,Black,SUV,0,30.4,17401,5220.3,Mid-Range,Economy,0.47902757402472984,0.5209724259752702,676,0.029166666666666667,0.3,Dataset3_Indian_Market
Hyundai,Grand i10,2012,12,49686,4140.5,1.5,Petrol,Automatic,Good,3,1,Blue,Coupe,0,40.0,17628,5288.4,Mid-Range,Economy,0.5765350245027385,0.4234649754972615,570,0.028846153846153848,0.3,Dataset3_Indian_Market
Toyota,Innova,2008,16,50853,3178.3125,1.6,Petrol,Manual,Fair,2,5,Gray,Sedan,0,33.6,7464,2239.2,Budget,Budget,0.8108655990269613,0.18913440097303869,576,0.02857142857142857,0.3,Dataset3_Indian_Market
Mahindra,Scorpio,2008,16,69230,4326.875,1.2,Diesel,Manual,Fair,2,5,Blue,Sedan,0,43.6,5063,1518.8999999999999,Budget,Budget,0.8633947602730486,0.13660523972695138,552,0.02142857142857143,0.3,Dataset3_Indian_Market
Maruti,Ertiga,2011,13,101423,7801.7692307692305,1.3,Petrol,Manual,Good,3,2,Black,Hatchback,0,28.8,5634,1690.2,Budget,Budget,0.8219004868179807,0.17809951318201933,558,0.024528301886792454,0.3,Dataset3_Indian_Market
Hyundai,Verna,2021,3,76156,25385.333333333332,1.0,Diesel,Manual,Fair,2,4,Black,Hatchback,0,40.0,11644,3493.2,Mid-Range,Economy,0.3400589435502154,0.6599410564497846,918,0.023255813953488372,0.3,Dataset3_Indian_Market
Hyundai,Creta,2008,16,33236,2077.25,1.0,Petrol,Automatic,Fair,2,4,Blue,Sedan,0,42.0,7488,2246.4,Budget,Budget,0.8103727714748784,0.1896272285251216,540,0.017857142857142856,0.3,Dataset3_Indian_Market
Honda,Jazz,2018,6,105231,17538.5,1.0,Diesel,Manual,Poor,1,3,Blue,Hatchback,0,42.0,8063,2418.9,Budget,Budget,0.5981159348053631,0.40188406519463693,756,0.021739130434782608,0.3,Dataset3_Indian_Market
Tata,Altroz,2018,6,50335,8389.166666666666,0.8,Diesel,Manual,Poor,1,4,Gray,Hatchback,0,41.4,6219,1865.6999999999998,Budget,Budget,0.6586530545035403,0.3413469454964597,739,0.017391304347826087,0.3,Dataset3_Indian_Market
Mahindra,XUV300,2019,5,63185,12637.0,1.0,Diesel,Automatic,Good,3,1,Black,Sedan,0,40.0,17778,5333.4,Mid-Range,Economy,0.35999712002303985,0.6400028799769601,810,0.022222222222222223,0.3,Dataset3_Indian_Market
Hyundai,Verna,2016,8,52395,6549.375,1.8,Petrol,Manual,Fair,2,3,Gray,Hatchback,0,37.8,10758,3227.4,Mid-Range,Economy,0.5979520143508483,0.4020479856491517,705,0.0375,0.3,Dataset3_Indian_Market
MG,ZS EV,2011,13,111733,8594.846153846154,1.2,CNG,Automatic,Good,3,1,Black,Hatchback,0,42.2,8434,2530.2,Budget,Budget,0.7550676656792705,0.24493233432072947,552,0.022641509433962263,0.3,Dataset3_Indian_Market
MG,Astor,2016,8,49733,6216.625,1.2,Petrol,Manual,Fair,2,3,Red,Hatchback,0,32.2,9044,2713.2,Budget,Budget,0.6388755789809935,0.36112442101900655,662,0.025,0.3,Dataset3_Indian_Market
Tata,Tiago,2008,16,56146,3509.125,1.6,Petrol,Automatic,Good,3,3,Blue,Hatchback,0,40.6,8492,2547.6,Budget,Budget,0.7902795613948435,0.20972043860515655,576,0.02857142857142857,0.3,Dataset3_Indian_Market
Tata,Safari,2008,16,65974,4123.375,1.8,Diesel,Manual,Good,3,2,White,Hatchback,0,35.4,8001,2400.2999999999997,Budget,Budget,0.7999800004999875,0.20001999950001248,588,0.03214285714285714,0.3,Dataset3_Indian_Market
Tata,Safari,2018,6,28203,4700.5,0.8,Diesel,Automatic,Poor,1,1,Gray,Hatchback,0,45.4,8459,2537.7,Budget,Budget,0.5865389315215798,0.41346106847842024,739,0.017391304347826087,0.3,Dataset3_Indian_Market
Hyundai,Grand i10,2015,9,61373,6819.222222222223,1.5,Petrol,Manual,Fair,2,2,Blue,SUV,0,30.0,13614,4084.2,Mid-Range,Economy,0.5693680015183147,0.4306319984816853,627,0.030612244897959183,0.3,Dataset3_Indian_Market
Volkswagen,Tiguan,2010,14,59631,4259.357142857143,1.3,Diesel,Automatic,Good,3,1,Gray,Hatchback,0,38.4,14782,4434.599999999999,Mid-Range,Economy,0.6544808564349494,0.34551914356505065,558,0.024074074074074074,0.3,Dataset3_Indian_Market
Skoda,Superb,2023,1,93135,93135.0,1.3,Diesel,Automatic,Good,3,1,Blue,SUV,0,37.4,26955,8086.5,Premium,Mid-Market,0.069072699015714,0.930927300984286,1060,0.03170731707317073,0.3,Dataset3_Indian_Market
Maruti,Dzire,2017,7,98211,14030.142857142857,2.2,Petrol,Manual,Good,3,2,Gray,Hatchback,0,28.2,9221,2766.2999999999997,Budget,Budget,0.6029025451100297,0.3970974548899703,795,0.04680851063829788,0.3,Dataset3_Indian_Market
Hyundai,Creta,2019,5,10773,2154.6,1.0,Diesel,Manual,Good,3,1,Gray,Sedan,0,37.0,19871,5961.3,Mid-Range,Economy,0.33477285661678546,0.6652271433832145,810,0.022222222222222223,0.3,Dataset3_Indian_Market
Skoda,Rapid,2021,3,147818,49272.666666666664,1.3,Petrol,Manual,Excellent,4,2,White,Sedan,0,34.8,18713,5613.9,Mid-Range,Economy,0.2427871970218104,0.7572128029781896,948,0.030232558139534883,0.3,Dataset3_Indian_Market
MG,Hector,2012,12,55936,4661.333333333333,0.8,Petrol,Manual,Poor,1,5,White,Sedan,0,43.8,5353,1605.8999999999999,Budget,Budget,0.8176336319967294,0.18236636800327055,528,0.015384615384615385,0.3,Dataset3_Indian_Market
Honda,City,2011,13,41633,3202.5384615384614,1.5,Diesel,Automatic,Good,3,2,Gray,Hatchback,0,40.0,15786,4735.8,Mid-Range,Economy,0.6222179677403915,0.3777820322596085,570,0.02830188679245283,0.3,Dataset3_Indian_Market
Kia,Seltos,2015,9,54147,6016.333333333333,1.4,Petrol,Manual,Good,3,3,White,Sedan,0,39.4,13478,4043.3999999999996,Mid-Range,Economy,0.5718279433254971,0.42817205667450287,620,0.02857142857142857,0.3,Dataset3_Indian_Market
Mahindra,KUV100,2019,5,72355,14471.0,1.3,Petrol,Manual,Good,3,1,Silver,Sedan,0,35.8,14893,4467.9,Mid-Range,Economy,0.40171935885590326,0.5982806411440967,837,0.028888888888888888,0.3,Dataset3_Indian_Market
Hyundai,Verna,2015,9,83122,9235.777777777777,1.8,Diesel,Manual,Fair,2,3,Blue,MUV,0,37.4,12348,3704.3999999999996,Mid-Range,Economy,0.5931198102016607,0.4068801897983393,646,0.036734693877551024,0.3,Dataset3_Indian_Market
Hyundai,Tucson,2010,14,86087,6149.071428571428,0.8,Petrol,Automatic,Fair,2,3,Red,Hatchback,0,32.8,6557,1967.1,Budget,Budget,0.8102555198657291,0.18974448013427092,528,0.014814814814814815,0.3,Dataset3_Indian_Market
Skoda,Rapid,2022,2,94280,47140.0,1.0,CNG,Manual,Fair,2,1,White,Sedan,0,39.0,14648,4394.4,Mid-Range,Economy,0.2145002145002145,0.7854997854997855,972,0.023809523809523808,0.3,Dataset3_Indian_Market
MG,ZS EV,2023,1,62060,62060.0,0.8,CNG,Manual,Good,3,1,Silver,SUV,0,36.8,17789,5336.7,Mid-Range,Economy,0.10106624892617111,0.8989337510738289,1003,0.01951219512195122,0.3,Dataset3_Indian_Market
Honda,WR-V,2016,8,53711,6713.875,1.8,Petrol,Manual,Poor,1,1,White,SUV,0,37.8,15161,4548.3,Mid-Range,Economy,0.5134623407464458,0.4865376592535542,705,0.0375,0.3,Dataset3_Indian_Market
Maruti,Alto,2013,11,130558,11868.90909090909,0.8,Petrol,Automatic,Fair,2,1,Blue,Hatchback,0,42.8,4525,1357.5,Budget,Budget,0.8294062205466541,0.17059377945334586,528,0.01568627450980392,0.3,Dataset3_Indian_Market
Hyundai,Grand i10,2011,13,173175,13321.153846153846,1.6,Petrol,Manual,Good,3,1,Blue,Hatchback,0,35.6,7324,2197.2,Budget,Budget,0.7802184611691274,0.2197815388308726,576,0.03018867924528302,0.3,Dataset3_Indian_Market
Skoda,Rapid,2011,13,32377,2490.5384615384614,1.5,Diesel,Manual,Good,3,4,Silver,SUV,0,36.0,15274,4582.2,Mid-Range,Economy,0.6299365217812667,0.3700634782187333,570,0.02830188679245283,0.3,Dataset3_Indian_Market
Skoda,Rapid,2015,9,81249,9027.666666666666,2.2,Diesel,Manual,Good,3,1,Silver,Sedan,0,39.6,20258,6077.4,Mid-Range,Mid-Market,0.47048983219195983,0.5295101678080402,673,0.04489795918367347,0.3,Dataset3_Indian_Market
Tata,Altroz,2011,13,47091,3622.3846153846152,2.2,Petrol,Manual,Good,3,1,Blue,Hatchback,0,29.2,10406,3121.7999999999997,Mid-Range,Economy,0.7141679942866561,0.2858320057133439,612,0.041509433962264156,0.3,Dataset3_Indian_Market
Kia,Carnival,2009,15,28588,1905.8666666666666,1.4,Diesel,Automatic,Good,3,5,White,Hatchback,0,36.2,9286,2785.7999999999997,Budget,Budget,0.7636308099577458,0.2363691900422542,564,0.025454545454545455,0.3,Dataset3_Indian_Market
Toyota,Glanza,2010,14,31029,2216.3571428571427,1.0,Diesel,Manual,Good,3,1,Black,Sedan,0,45.0,15098,4529.4,Mid-Range,Economy,0.6496821198199452,0.35031788018005483,540,0.018518518518518517,0.3,Dataset3_Indian_Market
Hyundai,Creta,2022,2,68568,34284.0,0.8,Petrol,Manual,Fair,2,5,Red,Hatchback,0,39.8,9622,2886.6,Budget,Budget,0.29364263691087944,0.7063573630891206,950,0.01904761904761905,0.3,Dataset3_Indian_Market
Volkswagen,Polo,2023,1,37598,37598.0,1.0,CNG,Automatic,Good,3,5,Red,Sedan,0,41.0,20675,6202.5,Mid-Range,Mid-Market,0.08820286659316423,0.9117971334068358,1026,0.024390243902439025,0.3,Dataset3_Indian_Market
MG,Astor,2022,2,36073,18036.5,1.2,Petrol,Manual,Good,3,1,Black,MUV,0,31.2,21652,6495.599999999999,Mid-Range,Mid-Market,0.15593326056447843,0.8440667394355216,993,0.02857142857142857,0.3,Dataset3_Indian_Market
Kia,Carens,2018,6,79539,13256.5,1.4,Petrol,Manual,Good,3,4,Red,SUV,0,37.4,16125,4837.5,Mid-Range,Economy,0.42666666666666664,0.5733333333333334,789,0.030434782608695653,0.3,Dataset3_Indian_Market
Kia,Carnival,2017,7,41564,5937.714285714285,1.0,Diesel,Automatic,Poor,1,4,Gray,Hatchback,0,43.0,7385,2215.5,Budget,Budget,0.6546644844517184,0.34533551554828157,701,0.02127659574468085,0.3,Dataset3_Indian_Market
Tata,Altroz,2023,1,116113,116113.0,1.6,Petrol,Automatic,Excellent,4,5,White,Hatchback,0,40.6,13373,4011.8999999999996,Mid-Range,Economy,0.13009822415924022,0.8699017758407598,1094,0.03902439024390244,0.3,Dataset3_Indian_Market
Volkswagen,Tiguan,2017,7,31673,4524.714285714285,1.3,Petrol,Manual,Fair,2,3,Blue,Sedan,0,35.8,15420,4626.0,Mid-Range,Economy,0.4758667573079538,0.5241332426920462,725,0.027659574468085105,0.3,Dataset3_Indian_Market
Maruti,Ertiga,2014,10,10167,1016.7,1.0,Diesel,Manual,Fair,2,1,Blue,Hatchback,0,45.0,7858,2357.4,Budget,Budget,0.7179266278986287,0.2820733721013713,540,0.02,0.3,Dataset3_Indian_Market
Hyundai,i20,2009,15,24031,1602.0666666666666,0.8,Diesel,Manual,Good,3,1,White,Hatchback,0,40.4,9630,2889.0,Budget,Budget,0.757002271006813,0.24299772899318695,528,0.014545454545454545,0.3,Dataset3_Indian_Market
Tata,Punch,2021,3,72396,24132.0,1.4,Diesel,Manual,Excellent,4,1,Red,Hatchback,0,42.2,16771,5031.3,Mid-Range,Economy,0.26349303939220936,0.7365069606077906,958,0.03255813953488372,0.3,Dataset3_Indian_Market
Skoda,Superb,2009,15,51218,3414.5333333333333,1.3,Diesel,Manual,Fair,2,3,Silver,Hatchback,0,44.4,8184,2455.2,Budget,Budget,0.7856693903205532,0.21433060967944684,558,0.023636363636363636,0.3,Dataset3_Indian_Market
Mahindra,XUV300,2021,3,35978,11992.666666666666,2.2,Petrol,Manual,Good,3,4,Blue,SUV,0,29.2,18743,5622.9,Mid-Range,Economy,0.24249282625389001,0.75750717374611,1040,0.051162790697674425,0.3,Dataset3_Indian_Market
Tata,Punch,2018,6,40834,6805.666666666667,1.6,Electric,Manual,Fair,2,1,Red,SUV,0,109.0,19284,5785.2,Mid-Range,Economy,0.38358266206367475,0.6164173379363252,806,0.034782608695652174,0.3,Dataset3_Indian_Market
Mahindra,XUV300,2009,15,20885,1392.3333333333333,1.0,Petrol,Manual,Fair,2,2,Blue,Hatchback,0,35.0,6433,1929.8999999999999,Budget,Budget,0.8234293085938572,0.1765706914061428,540,0.01818181818181818,0.3,Dataset3_Indian_Market
Toyota,Corolla,2018,6,82523,13753.833333333334,0.8,Petrol,Manual,Good,3,2,Black,Sedan,0,30.8,16133,4839.9,Mid-Range,Economy,0.4265453382149078,0.5734546617850922,739,0.017391304347826087,0.3,Dataset3_Indian_Market
Tata,Tiago,2016,8,46562,5820.25,2.0,Petrol,Manual,Good,3,3,Blue,Sedan,0,30.0,12557,3767.1,Mid-Range,Economy,0.5602829428861575,0.43971705711384246,720,0.041666666666666664,0.3,Dataset3_Indian_Market
Maruti,Swift,2019,5,46301,9260.2,1.0,Diesel,Manual,Fair,2,2,Silver,Hatchback,0,42.0,8039,2411.7,Budget,Budget,0.5543544542380399,0.44564554576196014,810,0.022222222222222223,0.3,Dataset3_Indian_Market
Kia,Carnival,2012,12,63070,5255.833333333333,1.6,Petrol,Automatic,Good,3,1,White,SUV,0,29.6,17364,5209.2,Mid-Range,Economy,0.5802146794313896,0.4197853205686104,576,0.03076923076923077,0.3,Dataset3_Indian_Market
Kia,Carens,2023,1,104638,104638.0,2.0,CNG,Manual,Good,3,5,Blue,Sedan,0,36.0,15726,4717.8,Mid-Range,Economy,0.11282861333634209,0.8871713866636579,1140,0.04878048780487805,0.3,Dataset3_Indian_Market
Maruti,Dzire,2018,6,15768,2628.0,1.8,Petrol,Automatic,Fair,2,2,Gray,Hatchback,0,33.8,10200,3060.0,Mid-Range,Economy,0.5405405405405406,0.45945945945945943,823,0.0391304347826087,0.3,Dataset3_Indian_Market
Volkswagen,Polo,2018,6,57560,9593.333333333334,1.3,Diesel,Automatic,Fair,2,4,Black,SUV,0,45.4,17994,5398.2,Mid-Range,Economy,0.40008001600320064,0.5999199839967994,781,0.02826086956521739,0.3,Dataset3_Indian_Market
MG,ZS EV,2021,3,151795,50598.333333333336,1.8,Diesel,Automatic,Fair,2,4,Blue,Hatchback,0,43.4,9682,2904.6,Budget,Budget,0.3826042596607575,0.6173957403392425,999,0.04186046511627907,0.3,Dataset3_Indian_Market
Kia,Seltos,2012,12,94774,7897.833333333333,1.0,Diesel,Manual,Good,3,3,Black,Hatchback,0,38.0,7808,2342.4,Budget,Budget,0.7545271629778671,0.24547283702213285,540,0.019230769230769232,0.3,Dataset3_Indian_Market
Volkswagen,Passat,2008,16,57490,3593.125,1.3,Diesel,Manual,Good,3,3,White,MUV,0,38.4,13084,3925.2,Mid-Range,Economy,0.7097861769142046,0.29021382308579535,558,0.023214285714285715,0.3,Dataset3_Indian_Market
Honda,WR-V,2008,16,23868,1491.75,1.5,Petrol,Automatic,Good,3,1,White,Sedan,0,38.0,14742,4422.599999999999,Mid-Range,Economy,0.6846091309742843,0.31539086902571567,570,0.026785714285714284,0.3,Dataset3_Indian_Market
Hyundai,i20,2019,5,68454,13690.8,1.5,Diesel,Manual,Excellent,4,2,Blue,SUV,0,37.0,25588,7676.4,Premium,Mid-Market,0.28099359334607166,0.7190064066539283,855,0.03333333333333333,0.3,Dataset3_Indian_Market
Honda,Jazz,2009,15,41676,2778.4,2.2,Petrol,Manual,Excellent,4,1,Silver,MUV,0,35.2,20755,6226.5,Mid-Range,Mid-Market,0.5910747709585262,0.40892522904147377,612,0.04000000000000001,0.3,Dataset3_Indian_Market
Honda,City,2015,9,63198,7022.0,1.0,Petrol,Manual,Poor,1,5,White,Sedan,0,43.0,7065,2119.5,Budget,Budget,0.718132854578097,0.28186714542190305,594,0.02040816326530612,0.3,Dataset3_Indian_Market
Skoda,Octavia,2019,5,13104,2620.8,1.0,Diesel,Automatic,Good,3,1,White,Hatchback,0,37.0,20396,6118.8,Mid-Range,Mid-Market,0.32899065666535066,0.6710093433346493,810,0.022222222222222223,0.3,Dataset3_Indian_Market
MG,Hector,2022,2,68791,34395.5,1.5,Petrol,Manual,Fair,2,1,White,MUV,0,38.0,15835,4750.5,Mid-Range,Economy,0.20166372573733304,0.798336274262667,1026,0.03571428571428571,0.3,Dataset3_Indian_Market
Hyundai,Verna,2021,3,23705,7901.666666666667,1.5,Petrol,Automatic,Good,3,5,Red,Sedan,0,40.0,18265,5479.5,Mid-Range,Economy,0.24726973006387798,0.752730269936122,969,0.03488372093023256,0.3,Dataset3_Indian_Market
Volkswagen,Tiguan,2023,1,151422,151422.0,2.0,Petrol,Manual,Fair,2,3,Red,Coupe,0,38.0,19875,5962.5,Mid-Range,Economy,0.09142857142857141,0.9085714285714286,1140,0.04878048780487805,0.3,Dataset3_Indian_Market
Skoda,Octavia,2012,12,78309,6525.75,1.4,Petrol,Manual,Fair,2,1,Black,Hatchback,0,28.4,8984,2695.2,Budget,Budget,0.7276255154014067,0.27237448459859326,564,0.026923076923076925,0.3,Dataset3_Indian_Market
MG,Gloster,2023,1,77560,77560.0,2.0,Diesel,Manual,Fair,2,2,Blue,SUV,0,41.0,19855,5956.5,Mid-Range,Economy,0.09151223976206813,0.9084877602379319,1140,0.04878048780487805,0.3,Dataset3_Indian_Market
Mahindra,KUV100,2013,11,73741,6703.727272727273,2.0,CNG,Manual,Excellent,4,2,Red,Sedan,0,33.0,14100,4230.0,Mid-Range,Economy,0.6094182825484764,0.3905817174515236,600,0.0392156862745098,0.3,Dataset3_Indian_Market
Hyundai,Elantra,2013,11,42663,3878.4545454545455,1.3,Petrol,Automatic,Good,3,1,Silver,Hatchback,0,38.8,13908,4172.4,Mid-Range,Economy,0.6126768408154172,0.3873231591845828,558,0.025490196078431372,0.3,Dataset3_Indian_Market
MG,Gloster,2014,10,55231,5523.1,2.2,Diesel,Manual,Fair,2,5,White,SUV,0,35.6,11630,3489.0,Mid-Range,Economy,0.6323110970597534,0.3676889029402466,612,0.044000000000000004,0.3,Dataset3_Indian_Market
Honda,City,2017,7,88141,12591.57142857143,1.8,CNG,Manual,Poor,1,1,Gray,Hatchback,0,33.8,9155,2746.5,Budget,Budget,0.6046210321744764,0.3953789678255236,764,0.03829787234042553,0.3,Dataset3_Indian_Market
Toyota,Fortuner,2009,15,29806,1987.0666666666666,2.2,Diesel,Manual,Good,3,3,Blue,MUV,0,41.6,16351,4905.3,Mid-Range,Economy,0.647235226855947,0.35276477314405297,612,0.04000000000000001,0.3,Dataset3_Indian_Market
